location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°F,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20211025T1900,58.280952,63.0,3.8773184,248.1986
20211025T2000,57.182953,65.0,5.00128,210.25644
20211025T2100,56.390953,68.0,5.771239,183.57634
20211025T2200,55.166954,73.0,5.4119864,176.18593
20211025T2300,54.10495,76.0,5.0528407,175.91438
20211026T0000,53.384953,77.0,5.506941,191.30994
20211026T0100,53.61895,75.0,4.896529,197.10272
20211026T0200,54.266953,73.0,6.12,241.92752
20211026T0300,54.23095,76.0,7.8954163,245.77226
20211026T0400,53.348953,82.0,8.427383,250.0169
20211026T0500,53.00695,84.0,7.8954163,245.77226
20211026T0600,52.898952,84.0,7.2,233.1301
20211026T0700,53.33095,84.0,6.8777895,222.8789
20211026T0800,54.03295,83.0,5.0911684,225.0
20211026T0900,55.88695,77.0,9.746631,265.7636
20211026T1000,57.59695,68.0,13.324863,271.54816
20211026T1100,58.550953,65.0,12.979984,273.17984
20211026T1200,59.70295,62.0,11.885453,271.73572
20211026T1300,60.260952,59.0,11.542478,273.57632
20211026T1400,60.99895,57.0,11.177405,284.93143
20211026T1500,61.25095,55.0,9.904906,289.0935
20211026T1600,60.94495,55.0,9.107359,288.43497
20211026T1700,59.70295,58.0,6.924738,278.97263
20211026T1800,58.42495,61.0,4.3349743,274.76364
20211026T1900,56.516953,66.0,3.319036,257.4712
20211026T2000,55.09495,69.0,3.396233,212.00539
20211026T2100,53.90695,71.0,4.68,180.0
20211026T2200,52.64695,73.0,4.73506,171.25385
20211026T2300,51.18895,78.0,4.1046314,142.12502
20211027T0000,50.09095,81.0,4.1046314,142.12502
20211027T0100,49.37095,84.0,3.319036,139.3987
20211027T0200,48.704952,86.0,3.8268526,131.18591
20211027T0300,47.984955,88.0,4.198285,120.96376
20211027T0400,46.97695,92.0,5.692099,124.69515
20211027T0500,46.22095,95.0,6.489992,123.69006
20211027T0600,45.086952,97.0,7.4128532,119.054596
20211027T0700,44.00695,96.0,7.5942082,121.429565
20211027T0800,44.31295,94.0,6.9153743,128.6598
20211027T0900,48.290955,80.0,12.4811535,123.231705
20211027T1000,51.800953,73.0,13.0447235,117.97947
20211027T1100,54.95095,68.0,12.768586,111.50143
20211027T1200,58.280952,60.0,10.739833,103.570435
20211027T1300,58.92895,60.0,5.6233797,50.194427
20211027T1400,60.18895,58.0,5.2416787,15.945404
20211027T1500,60.332954,59.0,6.2145634,349.992
20211027T1600,59.72095,59.0,7.289444,339.77515
20211027T1700,58.87495,59.0,6.489992,340.55997
20211027T1800,57.99295,61.0,3.5455887,336.0375
20211027T1900,56.78695,64.0,0.8049845,243.43495
20211027T2000,55.112953,67.0,2.52,180.0
20211027T2100,53.25895,72.0,4.0249224,169.69516
20211027T2200,51.98095,71.0,5.0911684,171.8699
20211027T2300,50.72095,69.0,5.3517847,137.72632
20211028T0000,48.956955,72.0,7.5685663,115.34617
20211028T0100,46.83295,76.0,9.693296,121.32869
20211028T0200,45.24895,78.0,8.714677,128.29016
20211028T0300,43.502953,81.0,5.8048253,119.74488
20211028T0400,42.224953,81.0,4.39436,124.99202
20211028T0500,42.49495,80.0,7.5685663,115.34617
20211028T0600,43.35895,76.0,8.089993,110.854454
20211028T0700,43.03495,76.0,9.0,106.2602
20211028T0800,42.47695,80.0,9.793058,107.10272
20211028T0900,45.91495,76.0,10.931203,107.241455
20211028T1000,51.134953,68.0,10.390226,104.03624
20211028T1100,55.850952,63.0,7.771331,103.392494
20211028T1200,59.486954,53.0,3.2599385,96.34019
20211028T1300,61.628952,47.0,5.7599998,89.99999
20211028T1400,63.608955,43.0,2.8799999,89.99999
20211028T1500,64.27495,40.0,3.9763298,95.19443
20211028T1600,64.07695,41.0,5.0528407,94.08562
20211028T1700,63.35695,43.0,7.2,89.99999
20211028T1800,60.99895,52.0,9.904906,109.09349
20211028T1900,56.606953,64.0,10.587918,125.31121
20211028T2000,53.690952,66.0,10.383987,146.30994
20211028T2100,53.456955,58.0,9.793059,143.97263
20211028T2200,52.66495,64.0,10.009036,142.30576
20211028T2300,52.08895,64.0,9.686609,138.01279
20211029T0000,50.70295,61.0,9.422101,136.54816
20211029T0100,49.31695,57.0,9.220499,128.6598
20211029T0200,47.71495,60.0,8.287822,124.38034
20211029T0300,46.86895,62.0,6.638072,130.60129
20211029T0400,47.58895,56.0,7.386582,133.02505
20211029T0500,47.912952,54.0,8.287822,124.38034
20211029T0600,46.724953,57.0,9.178235,115.55997
20211029T0700,44.38495,63.0,10.365251,110.323135
20211029T0800,42.926952,69.0,11.384199,108.434944
20211029T0900,46.544952,65.0,10.931203,107.241455
20211029T1000,52.304955,59.0,10.739833,103.570435
20211029T1100,57.32695,54.0,10.661107,101.68936
20211029T1200,61.322952,47.0,9.47012,98.74616
20211029T1300,62.960953,45.0,11.609651,97.125015
20211029T1400,65.13895,41.0,12.074766,100.30484
20211029T1500,66.23695,40.0,11.304229,99.162346
20211029T1600,65.91295,41.0,11.5199995,89.99999
20211029T1700,63.77095,44.0,10.538843,97.85332
20211029T1800,60.530952,51.0,10.30883,114.77514
20211029T1900,57.110954,55.0,9.422101,136.54816
20211029T2000,52.898952,47.0,8.587338,146.97614
20211029T2100,51.54895,54.0,8.435069,140.19443
20211029T2200,51.890953,56.0,9.449572,139.63547
20211029T2300,51.98095,52.0,11.923557,118.88658
20211030T0000,49.11895,54.0,12.979984,123.69006
20211030T0100,45.05095,62.0,14.512064,119.74488
20211030T0200,43.07095,70.0,15.575981,123.69006
20211030T0300,45.266953,63.0,14.4,126.869896
20211030T0400,46.22095,61.0,16.075521,124.04593
20211030T0500,46.02295,62.0,20.570463,122.85571
20211030T0600,46.29295,59.0,23.893261,120.815704
20211030T0700,46.09495,58.0,24.514387,119.9536
20211030T0800,46.67095,57.0,24.881702,121.39027
20211030T0900,50.39695,51.0,24.387178,121.10881
20211030T1000,53.348953,49.0,16.434305,118.81079
20211030T1100,53.90695,51.0,17.31746,110.69544
20211030T1200,54.42895,52.0,9.19939,120.57922
20211030T1300,49.44295,68.0,24.703976,108.69898
20211030T1400,50.738953,64.0,22.180206,125.75388
20211030T1500,51.440952,62.0,20.073025,122.55
20211030T1600,52.898952,62.0,18.875126,124.9025
20211030T1700,54.140953,62.0,15.990646,121.18497
20211030T1800,53.92495,64.0,15.349684,129.2894
20211030T1900,53.42095,66.0,12.096214,126.528854
20211030T2000,56.300953,62.0,9.422101,136.54816
20211030T2100,58.65895,59.0,8.707237,150.25511
20211030T2200,57.93895,60.0,8.669949,138.36646
20211030T2300,56.76895,62.0,9.220499,128.6598
20211031T0000,56.96695,62.0,9.504272,127.30394
20211031T0100,56.48095,64.0,9.449572,130.36453
20211031T0200,53.06095,77.0,12.661564,104.82648
20211031T0300,51.764954,82.0,13.397612,120.69972
20211031T0400,51.60295,83.0,12.181624,124.1597
20211031T0500,51.440952,89.0,12.261157,130.23636
20211031T0600,51.65695,91.0,15.617529,115.97439
20211031T0700,51.29695,94.0,11.525623,128.6598
20211031T0800,50.99095,94.0,11.119281,119.054596
20211031T0900,51.74695,92.0,11.592895,115.76932
20211031T1000,53.25895,88.0,12.287555,121.82744
20211031T1100,54.392952,84.0,13.854155,114.56717
20211031T1200,55.940952,81.0,11.367109,100.954056
20211031T1300,65.73295,50.0,19.130875,109.798874
20211031T1400,67.44295,47.0,17.418196,108.06047
20211031T1500,68.540955,46.0,17.709658,116.56505
20211031T1600,68.88295,46.0,16.78156,125.39479
20211031T1700,66.57895,46.0,14.336861,151.50436
20211031T1800,61.664955,57.0,13.397612,149.30028
20211031T1900,57.614952,65.0,11.983188,147.26477
20211031T2000,56.12095,63.0,11.885453,144.86581
20211031T2100,57.52495,62.0,12.287555,148.17255
20211031T2200,61.538948,58.0,10.661107,168.31064
20211031T2300,61.502953,68.0,10.805998,209.98164
20211101T0000,61.77295,69.0,1.4399999,270.0
20211101T0100,56.876953,84.0,3.5455887,23.962494
20211101T0200,57.07495,88.0,13.5515,253.00919
20211101T0300,56.12095,85.0,15.683776,279.24612
20211101T0400,53.85295,92.0,11.631956,291.8014
20211101T0500,52.28695,93.0,11.966954,313.78113
20211101T0600,51.11695,92.0,8.14587,315.0
20211101T0700,51.512955,91.0,6.6185193,292.38013
20211101T0800,52.412952,82.0,13.039754,276.34018
20211101T0900,53.780952,75.0,13.797912,277.49585
20211101T1000,54.752953,68.0,14.04,270.0
20211101T1100,55.544952,67.0,14.77755,272.79272
20211101T1200,56.444954,64.0,14.759999,270.0
20211101T1300,55.68895,68.0,8.654987,225.0
20211101T1400,56.76895,63.0,9.47012,261.25385
20211101T1500,56.030952,62.0,15.905319,275.19443
20211101T1600,54.626953,67.0,16.24394,282.80426
20211101T1700,53.18695,70.0,14.264361,280.1755
20211101T1800,51.836952,74.0,9.746631,274.2364
20211101T1900,49.982952,79.0,7.2,270.0
20211101T2000,48.290955,80.0,7.4128532,240.9454
20211101T2100,46.778954,80.0,9.178235,221.82018
20211101T2200,47.53495,76.0,8.942214,220.1009
20211101T2300,48.128952,74.0,9.178235,228.17984
20211102T0000,48.65095,76.0,9.360001,247.38014
20211102T0100,47.04895,81.0,10.685391,237.38075
20211102T0200,45.91495,83.0,9.585739,235.71313
20211102T0300,45.10495,85.0,6.3690495,227.29062
20211102T0400,45.33895,85.0,5.6233797,219.80557
20211102T0500,45.15895,81.0,5.1165614,219.28941
20211102T0600,45.10495,83.0,2.9024127,172.87498
20211102T0700,44.85295,87.0,5.6002855,135.0
20211102T0800,46.544952,87.0,6.3690495,132.70938
20211102T0900,48.884953,79.0,5.8048253,172.87498
20211102T1000,50.180954,65.0,18.079027,257.34744
20211102T1100,51.18895,62.0,19.134262,265.68396
20211102T1200,53.18695,57.0,18.532133,245.9245
20211102T1300,52.59295,61.0,24.36591,257.19574
20211102T1400,52.556953,60.0,24.18707,255.34326
20211102T1500,52.66495,60.0,24.503809,259.84573
20211102T1600,52.196953,60.0,19.652176,261.57303
20211102T1700,50.72095,63.0,12.9249525,257.125
20211102T1800,48.68695,67.0,6.696387,216.25385
20211102T1900,45.68095,79.0,9.227524,159.44395
20211102T2000,44.09695,84.0,8.699793,155.55605
20211102T2100,43.89895,81.0,9.1641035,135.0
20211102T2200,42.62095,82.0,11.119281,119.054596
20211102T2300,43.16095,85.0,9.885262,146.88866
20211103T0000,43.64695,86.0,19.255793,110.806786
20211103T0100,44.85295,78.0,18.837324,135.0
20211103T0200,44.88895,69.0,17.81909,135.0
20211103T0300,44.54695,71.0,18.075441,134.19307
20211103T0400,44.474953,82.0,14.565548,129.98688
20211103T0500,44.600952,83.0,16.199999,126.869896
20211103T0600,43.016953,89.0,13.891522,121.2184
20211103T0700,42.49495,92.0,10.931203,107.241455
20211103T0800,43.17895,90.0,6.151683,110.556046
20211103T0900,43.95295,91.0,4.379589,99.46232
20211103T1000,44.94295,88.0,3.6,89.99999
20211103T1100,46.274952,84.0,3.8773184,338.1986
20211103T1200,48.110954,79.0,9.904906,250.90651
20211103T1300,50.360954,75.0,14.081477,122.47119
20211103T1400,52.75495,63.0,11.525623,165.52971
20211103T1500,51.926952,66.0,12.245294,181.68468
20211103T1600,52.12495,69.0,3.319036,192.52881
20211103T1700,49.74895,78.0,7.0911775,336.0375
20211103T1800,48.578953,81.0,6.8399997,360.0
20211103T1900,46.940952,87.0,6.12,28.07248
20211103T2000,45.73495,92.0,6.151683,20.556046
20211103T2100,46.18495,77.0,8.4042845,260.1342
20211103T2200,44.67295,75.0,14.512064,240.25513
20211103T2300,42.90895,76.0,12.783802,237.65256
20211104T0000,43.07095,78.0,13.217443,240.64226
20211104T0100,42.51295,80.0,16.965895,252.7185
20211104T0200,42.260952,83.0,20.966715,254.0546
20211104T0300,42.24295,84.0,23.828083,265.6677
20211104T0400,41.99095,86.0,19.959719,262.74683
20211104T0500,41.72095,85.0,21.188072,260.2176
20211104T0600,41.99095,85.0,23.023119,260.09583
20211104T0700,41.54095,86.0,23.857979,264.80557
20211104T0800,41.66695,84.0,23.441502,259.38034
20211104T0900,42.098953,83.0,25.922499,260.40686
20211104T1000,43.196953,81.0,26.795223,263.82983
20211104T1100,44.780952,75.0,28.162956,265.6013
20211104T1200,45.878952,73.0,25.570139,268.38647
20211104T1300,47.80495,68.0,23.803596,266.53177
20211104T1400,47.732952,67.0,23.499481,264.7261
20211104T1500,48.02095,65.0,18.806337,264.5077
20211104T1600,48.03895,66.0,18.775301,265.6013
20211104T1700,47.15695,70.0,13.276144,257.4712
20211104T1800,47.210953,67.0,10.163227,247.0679
20211104T1900,46.20295,69.0,13.1041975,249.0755
20211104T2000,45.53695,70.0,13.0447235,242.02054
20211104T2100,45.64495,66.0,16.179987,237.72437
20211104T2200,44.960953,72.0,14.33234,244.72229
20211104T2300,44.31295,71.0,13.891522,238.7816
20211105T0000,43.682953,76.0,13.0447235,242.02054
20211105T0100,44.348953,79.0,10.495713,239.03624
20211105T0200,44.33095,83.0,10.495713,247.83365
20211105T0300,44.15095,83.0,10.703569,250.34618
20211105T0400,44.18695,84.0,9.0,253.7398
20211105T0500,44.06095,86.0,8.427383,250.0169
20211105T0600,44.024952,81.0,9.83268,246.2505
20211105T0700,43.79095,79.0,9.290511,234.46233
20211105T0800,43.84495,77.0,9.686609,228.01279
20211105T0900,45.73495,77.0,10.182337,261.8699
20211105T1000,46.364952,81.0,10.308831,282.09476
20211105T1100,46.61695,84.0,6.2145634,280.008
20211105T1200,47.31895,81.0,2.0991426,329.03625
20211105T1300,50.306953,61.0,4.3349743,355.23636
20211105T1400,50.918953,59.0,4.68,360.0
20211105T1500,51.260952,58.0,6.489992,356.8202
20211105T1600,50.612953,59.0,10.182337,351.8699
20211105T1700,49.96495,60.0,12.24,360.0
20211105T1800,48.668953,65.0,12.979984,356.8202
20211105T1900,46.274952,72.0,11.542478,356.42368
20211105T2000,44.33095,77.0,10.538843,352.1467
20211105T2100,43.35895,80.0,7.5170207,343.30075
20211105T2200,41.93695,84.0,5.4833565,336.8014
20211105T2300,42.62095,82.0,3.5455887,336.0375
20211106T0000,43.26895,82.0,2.1897945,350.5377
20211106T0100,43.41295,82.0,1.2979984,33.690063
20211106T0200,42.67495,84.0,1.2979984,123.69006
20211106T0300,42.47695,84.0,0.5091169,315.0
20211106T0400,42.24295,85.0,1.835647,258.69006
20211106T0500,42.20695,85.0,2.3051248,308.65982
20211106T0600,41.88295,86.0,2.2768397,341.56506
20211106T0700,41.52295,88.0,2.6208394,344.0546
20211106T0800,41.84695,86.0,1.4399999,360.0
20211106T0900,43.862953,77.0,3.5455887,66.037506
20211106T1000,46.22095,66.0,6.830519,71.56504
20211106T1100,47.390953,62.0,6.9527545,21.250488
20211106T1200,47.71495,63.0,11.090103,346.86597
20211106T1300,48.56095,63.0,9.178235,334.44003
20211106T1400,50.45095,59.0,10.464797,333.43497
20211106T1500,51.134953,58.0,11.165805,339.22775
20211106T1600,51.044952,58.0,8.854829,333.43497
20211106T1700,49.31695,63.0,6.9153743,321.3402
20211106T1800,47.40895,66.0,6.1305785,319.76367
20211106T1900,45.98695,68.0,3.219938,296.56506
20211106T2000,44.92495,69.0,3.219938,243.43495
20211106T2100,44.04295,71.0,3.8268526,221.18593
20211106T2200,42.746952,75.0,2.5959969,236.30994
20211106T2300,41.738953,77.0,2.5959969,236.30994
20211107T0000,41.05495,78.0,3.8773184,248.1986
20211107T0100,40.55095,79.0,3.8268526,228.81409
20211107T0200,40.982952,76.0,6.87779,186.009
20211107T0300,38.78695,81.0,7.2359104,174.28941
20211107T0400,38.17495,82.0,5.3517847,160.34618
20211107T0500,38.17495,82.0,4.3349743,138.36646
20211107T0600,37.940952,82.0,5.5887027,165.06857
20211107T0700,36.176952,81.0,8.209263,195.25513
20211107T0800,35.870953,80.0,8.669949,184.76364
20211107T0900,39.65095,75.0,4.5536795,161.56505
20211107T1000,45.77095,69.0,5.5887027,255.06857
20211107T1100,49.62295,57.0,11.165805,271.84763
20211107T1200,51.224953,52.0,15.876775,273.9005
20211107T1300,51.78295,51.0,17.28,270.0
20211107T1400,51.404953,55.0,19.602652,277.38605
20211107T1500,52.610954,56.0,17.283749,268.80652
20211107T1600,51.99895,61.0,15.84,270.0
20211107T1700,50.68495,67.0,13.493999,279.21103
20211107T1800,49.37095,74.0,12.964998,271.59113
20211107T1900,48.308952,78.0,13.75558,276.009
20211107T2000,46.95895,83.0,12.979984,289.44003
20211107T2100,45.33895,87.0,10.636766,293.9625
20211107T2200,44.600952,88.0,8.049845,280.30487
20211107T2300,43.70095,89.0,6.12,270.0
20211108T0000,44.07895,88.0,5.0142193,248.9625
20211108T0100,44.204952,87.0,5.0911684,261.8699
20211108T0200,44.06095,88.0,3.5455887,293.9625
20211108T0300,43.682953,90.0,2.9024127,352.875
20211108T0400,42.11695,94.0,3.6,53.130096
20211108T0500,40.892952,95.0,4.3349743,94.76365
20211108T0600,39.65095,95.0,4.452954,104.03624
20211108T0700,38.84095,95.0,1.8,89.99999
20211108T0800,38.606953,94.0,0.5091169,315.0
20211108T0900,39.86695,91.0,2.0364676,315.0
20211108T1000,42.36895,84.0,3.6,323.13013
20211108T1100,44.690952,76.0,7.754637,338.1986
20211108T1200,46.14895,64.0,9.793058,342.89728
20211108T1300,52.106953,49.0,11.923557,28.886566
20211108T1400,52.988953,46.0,10.97262,41.009094
20211108T1500,53.294952,44.0,10.1887,57.994614
20211108T1600,52.84495,46.0,9.931042,46.468796
20211108T1700,50.612953,51.0,9.021574,28.610443
20211108T1800,46.598953,64.0,8.311245,17.650116
20211108T1900,43.502953,76.0,5.6233797,50.194427
20211108T2000,41.82895,79.0,6.28713,76.75948
20211108T2100,40.100952,83.0,4.73506,98.74616
20211108T2200,38.696953,86.0,4.802999,77.00538
20211108T2300,37.68895,87.0,4.6938252,85.60129
20211109T0000,36.95095,87.0,5.4119864,93.81408
20211109T0100,36.878952,86.0,4.2136917,109.9831
20211109T0200,36.878952,85.0,2.7416782,113.19859
20211109T0300,35.52895,88.0,1.1384199,71.56504
20211109T0400,33.96295,93.0,0.71999997,360.0
20211109T0500,33.81895,92.0,1.835647,258.69006
20211109T0600,33.51295,92.0,2.1897945,260.5377
20211109T0700,33.314953,92.0,1.1384199,251.56506
20211109T0800,33.440952,91.0,0.0,180.0
20211109T0900,34.412952,89.0,1.9386592,338.1986
20211109T1000,36.46495,85.0,3.396233,327.99463
20211109T1100,39.41695,78.0,4.802999,347.00537
20211109T1200,41.93695,73.0,7.5170207,343.30075
20211109T1300,43.84495,66.0,5.771239,3.5763245
20211109T1400,46.34695,63.0,5.4119864,356.18594
20211109T1500,48.272953,61.0,3.96,360.0
20211109T1600,49.190952,60.0,1.835647,348.69006
20211109T1700,47.750954,63.0,2.8116899,320.19443
20211109T1800,45.98695,67.0,2.5455842,315.0
20211109T1900,44.74495,70.0,0.5091169,225.0
20211109T2000,44.09695,71.0,2.5455842,171.8699
20211109T2100,43.73695,70.0,5.3517847,132.27368
20211109T2200,43.10695,68.0,10.1887,122.00538
20211109T2300,41.612953,72.0,12.979984,123.69006
20211110T0000,40.24495,74.0,9.085988,123.69006
20211110T0100,37.56295,81.0,6.151683,110.556046
20211110T0200,37.02295,80.0,9.339208,117.55281
20211110T0300,36.32095,82.0,8.089993,110.854454
20211110T0400,35.36695,85.0,6.5693827,99.46232
20211110T0500,35.79895,84.0,4.829907,116.56505
20211110T0600,36.356953,82.0,5.634891,116.56505
20211110T0700,38.01295,77.0,5.937272,104.03624
20211110T0800,38.120953,76.0,6.519877,96.34019
20211110T0900,40.17295,74.0,4.896529,107.10272
20211110T1000,44.348953,66.0,3.6,89.99999
20211110T1100,48.398952,62.0,4.198285,59.036232
20211110T1200,51.944954,56.0,6.28713,23.629364
20211110T1300,49.154953,64.0,2.2768397,288.43497
20211110T1400,51.90895,59.0,3.219938,333.43497
20211110T1500,53.24095,58.0,2.4149535,333.43497
20211110T1600,53.42095,59.0,2.6208394,344.0546
20211110T1700,52.35895,60.0,5.00128,329.7436
20211110T1800,51.134953,60.0,4.8965297,306.02737
20211110T1900,49.262955,63.0,3.8939953,326.30994
20211110T2000,47.53495,66.0,2.52,270.0
20211110T2100,46.95895,67.0,2.52,270.0
20211110T2200,46.22095,68.0,1.08,270.0
20211110T2300,45.01495,70.0,1.2979984,303.69006
20211111T0000,42.90895,75.0,2.968636,345.96375
20211111T0100,41.19895,80.0,3.8939953,326.30994
20211111T0200,40.82095,82.0,3.671294,281.30994
20211111T0300,41.03695,83.0,2.9024127,262.875
20211111T0400,41.28895,85.0,2.2768397,198.43495
20211111T0500,41.52295,84.0,2.3051248,141.34018
20211111T0600,41.00095,86.0,2.968636,104.03624
20211111T0700,39.362953,90.0,3.0758414,69.443954
20211111T0800,37.97695,94.0,1.0182338,44.999985
20211111T0900,40.08295,89.0,1.5273507,225.0
20211111T1000,44.25895,79.0,1.5273507,225.0
20211111T1100,47.76895,73.0,0.0,180.0
20211111T1200,50.81095,67.0,3.2399998,360.0
20211111T1300,53.15095,60.0,5.95906,334.98312
20211111T1400,54.860954,58.0,6.792466,327.99463
20211111T1500,55.292953,56.0,7.4128532,330.94543
20211111T1600,54.69895,56.0,8.373386,334.53668
20211111T1700,52.322952,59.0,8.39657,329.03625
20211111T1800,50.57695,61.0,6.989936,304.50854
20211111T1900,49.460953,62.0,6.830519,288.43497
20211111T2000,47.984955,65.0,4.379589,279.46234
20211111T2100,47.030952,66.0,4.379589,260.5377
20211111T2200,46.454952,68.0,2.16,270.0
20211111T2300,45.35695,70.0,1.484318,345.96375
20211112T0000,43.502953,74.0,1.1384199,18.434952
20211112T0100,42.36895,77.0,0.71999997,360.0
20211112T0200,41.378952,80.0,1.1384199,108.434944
20211112T0300,41.48695,82.0,2.968636,104.03624
20211112T0400,41.00095,85.0,3.96,89.99999
20211112T0500,39.668953,88.0,3.319036,77.47118
20211112T0600,38.53495,89.0,2.0991426,59.036232
20211112T0700,37.77895,91.0,1.2979984,33.690063
20211112T0800,37.418953,93.0,1.835647,78.69006
20211112T0900,40.04695,88.0,2.9024127,119.74488
20211112T1000,43.95295,79.0,6.151683,110.556046
20211112T1100,48.09295,77.0,8.12197,102.80426
20211112T1200,51.67495,74.0,7.6367526,98.1301
20211112T1300,52.52095,67.0,1.8,89.99999
20211112T1400,54.55495,64.0,1.835647,11.309921
20211112T1500,55.58095,63.0,2.7416782,336.8014
20211112T1600,55.20295,65.0,1.2979984,326.30994
20211112T1700,54.266953,67.0,1.835647,348.69006
20211112T1800,52.790955,65.0,7.4128532,330.94543
20211112T1900,49.96495,67.0,6.12,298.07248
20211112T2000,49.17295,75.0,5.815978,248.1986
20211112T2100,49.13695,78.0,6.0347,197.35403
20211112T2200,47.570953,81.0,6.8399997,180.0
20211112T2300,45.66295,82.0,4.829907,153.43495
20211113T0000,46.34695,78.0,7.0911775,113.96249
20211113T0100,45.80695,79.0,7.8625183,105.9454
20211113T0200,45.06895,81.0,7.8954163,114.22774
20211113T0300,44.70895,80.0,6.489992,123.69006
20211113T0400,44.38495,78.0,4.5820518,135.0
20211113T0500,44.54695,73.0,5.3517847,160.34618
20211113T0600,45.33895,69.0,6.12,151.9275
20211113T0700,45.086952,68.0,9.290511,125.537674
20211113T0800,44.204952,70.0,9.504273,114.623566
20211113T0900,44.87095,73.0,7.4128532,119.054596
20211113T1000,47.822952,71.0,4.198285,120.96376
20211113T1100,52.196953,60.0,6.6087217,299.35776
20211113T1200,55.724953,57.0,20.037485,287.78387
20211113T1300,52.988953,73.0,11.885453,268.26428
20211113T1400,54.662952,69.0,18.709612,258.90628
20211113T1500,54.10495,71.0,20.163212,268.977
20211113T1600,52.412952,77.0,15.629972,262.05652
20211113T1700,51.67495,76.0,13.009903,255.57922
20211113T1800,51.24295,75.0,10.464797,243.43495
20211113T1900,50.59495,76.0,10.787993,244.29004
20211113T2000,50.01895,77.0,10.495713,247.83365
20211113T2100,49.83895,81.0,10.028439,248.9625
20211113T2200,49.60495,85.0,9.0,253.7398
20211113T2300,49.11895,87.0,9.693296,248.1986
20211114T0000,48.794952,88.0,11.440978,257.27563
20211114T0100,48.290955,90.0,10.948973,260.5377
20211114T0200,47.984955,91.0,7.42159,255.96376
20211114T0300,47.93095,91.0,6.0347,252.64598
20211114T0400,47.58895,93.0,6.725354,254.47589
20211114T0500,47.264954,93.0,6.151683,249.44395
20211114T0600,47.17495,92.0,4.6938257,237.52881
20211114T0700,47.210953,92.0,4.3349743,228.36647
20211114T0800,47.246952,92.0,2.3051248,218.65982
20211114T0900,48.14695,91.0,2.9024127,330.25513
20211114T1000,48.63295,90.0,3.6,360.0
20211114T1100,49.550953,89.0,3.396233,32.005356
20211114T1200,50.46895,82.0,5.904439,52.431404
20211114T1300,53.85295,68.0,9.422101,46.54814
20211114T1400,54.014954,69.0,10.948973,9.462311
20211114T1500,53.654953,73.0,6.151683,20.556046
20211114T1600,54.266953,70.0,7.289444,69.77513
20211114T1700,53.63695,64.0,11.503113,69.86369
20211114T1800,50.70295,71.0,9.021574,61.38954
20211114T1900,49.29895,74.0,8.4963045,53.61563
20211114T2000,47.78695,77.0,6.489992,33.690063
20211114T2100,45.37495,83.0,6.9899354,348.11133
20211114T2200,43.10695,90.0,5.692099,325.30484
20211114T2300,41.64895,95.0,3.671294,258.69006
20211115T0000,41.738953,95.0,4.5820518,225.0
20211115T0100,41.36095,96.0,4.2136917,250.0169
20211115T0200,40.92895,96.0,4.32,270.0
20211115T0300,40.676952,95.0,4.379589,260.5377
20211115T0400,40.460953,95.0,4.68,270.0
20211115T0500,40.40695,95.0,4.73506,278.74615
20211115T0600,40.37095,95.0,2.2768397,251.56506
20211115T0700,40.26295,95.0,1.1384199,251.56506
20211115T0800,40.17295,95.0,2.4149535,296.56506
20211115T0900,40.80295,93.0,2.9024127,330.25513
20211115T1000,40.91095,93.0,4.452954,345.96375
20211115T1100,40.676952,93.0,6.151683,339.44397
20211115T1200,40.69495,93.0,8.049845,333.43497
20211115T1300,45.77095,76.0,10.594036,350.2176
20211115T1400,47.732952,70.0,11.440978,347.27567
20211115T1500,48.524952,69.0,9.904906,340.90652
20211115T1600,48.68695,68.0,10.948973,332.59244
20211115T1700,46.95895,73.0,10.383987,326.30994
20211115T1800,44.74495,79.0,8.14587,315.0
20211115T1900,43.26895,83.0,5.904439,307.5686
20211115T2000,41.972954,86.0,2.9024127,277.125
20211115T2100,41.21695,87.0,4.198285,239.03624
20211115T2200,40.74895,88.0,3.671294,258.69006
20211115T2300,40.83895,87.0,3.8773184,248.1986
20211116T0000,40.83895,87.0,3.219938,243.43495
20211116T0100,40.65895,87.0,1.8,233.1301
20211116T0200,39.488953,89.0,0.8049845,63.43495
20211116T0300,38.06695,93.0,0.71999997,89.99999
20211116T0400,37.364952,96.0,0.5091169,135.0
20211116T0500,37.34695,95.0,1.8,180.0
20211116T0600,37.97695,93.0,1.8,143.1301
20211116T0700,38.08495,93.0,1.609969,116.56505
20211116T0800,37.61695,93.0,1.08,89.99999
20211116T0900,38.55295,90.0,1.0182338,315.0
20211116T1000,41.72095,84.0,4.0249224,296.56506
20211116T1100,44.67295,79.0,5.495161,301.6075
20211116T1200,46.88695,75.0,6.1305785,310.23636
20211116T1300,44.024952,81.0,6.5693827,350.5377
20211116T1400,44.07895,81.0,5.4477882,352.40536
20211116T1500,43.988953,81.0,5.0911684,351.8699
20211116T1600,43.93495,81.0,7.072878,345.25644
