location,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697
variable,Temperature,Relative Humidity,Wind Speed,Wind Direction
unit,°F,%,km/h,°
level,2 m elevation corrected,2 m,10 m,10 m
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20210727T1100,72.01495,64.0,7.5599995,89.99999
20210727T1200,73.29295,62.0,2.2768397,71.56504
20210727T1300,74.48095,54.0,6.830519,18.434952
20210727T1400,74.94895,53.0,5.4477882,352.40536
20210727T1500,75.07495,53.0,4.32,360.0
20210727T1600,76.46095,52.0,2.5455842,44.999985
20210727T1700,77.01895,52.0,4.39436,325.008
20210727T1800,75.668945,57.0,9.085988,303.69006
20210727T1900,74.21095,65.0,8.4963045,323.61566
20210727T2000,71.43895,75.0,10.383987,303.69006
20210727T2100,69.35095,80.0,7.754637,291.8014
20210727T2200,68.594955,80.0,3.319036,257.4712
20210727T2300,68.180954,80.0,3.8939953,236.30994
20210728T0000,66.61495,85.0,9.0,270.0
20210728T0100,65.012955,90.0,5.7599998,270.0
20210728T0200,64.61695,90.0,4.3349743,265.23636
20210728T0300,64.05895,92.0,1.8,89.99999
20210728T0400,63.266953,94.0,6.162207,96.70984
20210728T0500,62.042953,97.0,6.4799995,89.99999
20210728T0600,62.258953,95.0,1.835647,101.30993
20210728T0700,63.21295,94.0,0.0,180.0
20210728T0800,65.04895,89.0,0.35999998,180.0
20210728T0900,67.76695,83.0,4.6102495,218.65982
20210728T1000,71.25896,67.0,10.24578,198.43495
20210728T1100,73.94095,58.0,7.4128532,240.9454
20210728T1200,75.57895,55.0,13.339445,273.09406
20210728T1300,71.24095,63.0,10.739833,256.42957
20210728T1400,71.510956,62.0,9.793058,252.89728
20210728T1500,72.93295,58.0,9.028754,246.50143
20210728T1600,72.84296,57.0,8.225035,246.8014
20210728T1700,74.24695,53.0,7.8625183,254.0546
20210728T1800,74.55295,52.0,5.0528407,265.91437
20210728T1900,74.08495,54.0,2.3051248,321.3402
20210728T2000,72.46495,58.0,5.8048253,82.874985
20210728T2100,68.45095,70.0,9.565437,109.798874
20210728T2200,66.362946,75.0,8.217153,118.81079
20210728T2300,65.84096,76.0,5.8603754,132.51044
20210729T0000,65.21095,77.0,4.6102495,141.34018
20210729T0100,64.31095,77.0,5.692099,145.30484
20210729T0200,62.81695,78.0,5.6920996,161.56505
20210729T0300,61.790955,76.0,4.73506,171.25385
20210729T0400,61.23295,76.0,4.5536795,161.56505
20210729T0500,61.988953,76.0,4.3349743,131.63353
20210729T0600,62.348953,78.0,3.319036,139.3987
20210729T0700,63.89695,79.0,0.35999998,89.99999
20210729T0800,67.49695,70.0,3.6179552,275.7106
20210729T0900,70.95296,58.0,2.9024127,262.875
20210729T1000,73.63495,53.0,2.9024127,262.875
20210729T1100,75.668945,50.0,4.5536795,288.43497
20210729T1200,77.14495,50.0,7.5942082,301.42957
20210729T1300,75.43495,51.0,14.168641,297.2161
20210729T1400,76.47895,48.0,13.849477,297.89728
20210729T1500,77.25295,47.0,13.849477,297.89728
20210729T1600,77.540955,47.0,12.594856,300.96375
20210729T1700,77.34295,48.0,10.805998,299.98163
20210729T1800,76.60495,50.0,8.39657,300.96378
20210729T1900,75.41695,53.0,6.3690495,317.29062
20210729T2000,73.454956,58.0,5.8048253,352.875
20210729T2100,71.63695,62.0,4.8965297,36.027374
20210729T2200,70.16095,65.0,5.04,89.99999
20210729T2300,68.86495,69.0,5.815978,111.80141
20210730T0000,66.956955,75.0,6.28713,113.62937
20210730T0100,65.71495,79.0,6.28713,113.62937
20210730T0200,64.79695,81.0,5.904439,127.56859
20210730T0300,63.176952,84.0,7.42159,112.83366
20210730T0400,61.142952,87.0,8.891344,111.37062
20210730T0500,59.70295,87.0,9.983106,115.64101
20210730T0600,60.36895,83.0,10.990322,121.6075
20210730T0700,64.23895,79.0,11.592895,115.76932
20210730T0800,69.17095,74.0,9.83268,113.7495
20210730T0900,73.67095,68.0,5.2416787,105.9454
20210730T1000,77.32495,62.0,1.5273507,44.999985
20210730T1100,80.456955,55.0,0.35999998,270.0
20210730T1200,79.88095,55.0,13.722565,274.51398
20210730T1300,81.95095,48.0,10.799999,270.0
20210730T1400,82.346954,48.0,14.154915,262.69424
20210730T1500,82.49095,50.0,19.08,270.0
20210730T1600,80.150955,53.0,20.880001,270.0
20210730T1700,79.39495,54.0,16.418526,254.74487
20210730T1800,76.85695,58.0,14.494192,255.61862
20210730T1900,76.208954,59.0,13.493999,260.78897
20210730T2000,73.56295,64.0,11.212135,264.47247
20210730T2100,71.06095,71.0,7.754637,248.1986
20210730T2200,69.63895,73.0,7.289444,249.77515
20210730T2300,67.04695,75.0,10.495713,239.03624
20210731T0000,65.85895,76.0,10.685391,237.38075
20210731T0100,66.54295,75.0,7.968939,251.56506
20210731T0200,66.45296,76.0,6.6087217,240.64226
20210731T0300,66.14696,74.0,6.9247384,242.10274
20210731T0400,65.44495,71.0,8.373386,244.53665
20210731T0500,64.90495,72.0,7.9932966,234.16235
20210731T0600,64.63495,73.0,6.9153743,231.3402
20210731T0700,65.69695,71.0,6.830519,251.56506
20210731T0800,68.05495,67.0,9.9571085,282.5288
20210731T0900,68.612946,65.0,7.69592,259.2157
20210731T1000,70.39495,58.0,8.373386,244.53665
20210731T1100,70.53895,56.0,10.829958,248.55226
20210731T1200,72.32095,54.0,10.137692,253.49564
20210731T1300,74.96695,43.0,11.298495,300.6507
20210731T1400,75.83095,42.0,11.609651,299.74487
20210731T1500,76.17295,42.0,12.074766,296.56506
20210731T1600,76.028946,43.0,11.298495,300.6507
20210731T1700,75.68695,43.0,10.805998,299.98163
20210731T1800,75.03895,42.0,8.217153,298.8108
20210731T1900,74.04895,44.0,6.0347,287.35403
20210731T2000,72.30295,48.0,8.0899935,302.27563
20210731T2100,70.64696,52.0,9.346143,285.64224
20210731T2200,66.47095,64.0,9.746631,265.7636
20210731T2300,63.46495,74.0,13.849477,242.10274
20210801T0000,59.10895,71.0,21.734581,296.56506
20210801T0100,57.65095,81.0,16.45007,293.1986
20210801T0200,56.17495,88.0,13.797912,277.49585
20210801T0300,55.81495,90.0,16.167967,258.43988
20210801T0400,56.31895,90.0,11.384199,251.56506
20210801T0500,56.426952,90.0,10.144082,242.52557
20210801T0600,56.15695,90.0,8.161764,228.57634
20210801T0700,57.002953,89.0,7.289445,237.09476
20210801T0800,58.640953,86.0,7.9526596,264.80557
20210801T0900,61.12495,80.0,11.440978,257.27563
20210801T1000,61.142952,81.0,9.6932955,254.93152
20210801T1100,61.502953,82.0,10.805999,268.09085
20210801T1200,61.59295,84.0,14.759999,282.6804
20210801T1300,62.81695,76.0,17.193533,289.57312
20210801T1400,64.454956,72.0,17.654688,290.28256
20210801T1500,63.446953,72.0,16.62249,287.65012
20210801T1600,63.914955,70.0,14.917212,289.74683
20210801T1700,64.16695,68.0,13.1041975,290.9245
20210801T1800,65.08495,65.0,13.797913,285.12402
20210801T1900,63.446953,68.0,14.264361,280.1755
20210801T2000,61.43095,73.0,11.304229,279.16235
20210801T2100,59.738953,78.0,7.69592,259.2157
20210801T2200,59.360954,79.0,5.315336,241.69925
20210801T2300,59.162952,79.0,3.5455887,246.0375
20210802T0000,58.31695,80.0,3.096837,215.53769
20210802T0100,57.002953,81.0,5.1544156,192.09476
20210802T0200,55.09495,82.0,6.28713,193.24052
20210802T0300,54.51895,84.0,5.4119864,183.81407
20210802T0400,54.78895,85.0,5.0528407,184.08562
20210802T0500,55.832954,84.0,5.0528407,184.08562
20210802T0600,57.488953,81.0,5.937272,194.03624
20210802T0700,59.360954,77.0,6.763786,205.20113
20210802T0800,61.790955,66.0,9.178235,244.44003
20210802T0900,63.734955,61.0,7.072878,255.25644
20210802T1000,65.44495,58.0,5.937272,255.96376
20210802T1100,65.22895,58.0,6.519877,263.65982
20210802T1200,67.53295,54.0,7.5599995,270.0
20210802T1300,69.71095,54.0,12.074766,280.30487
20210802T1400,70.124954,53.0,10.853866,275.7106
20210802T1500,70.57495,52.0,10.495713,264.09387
20210802T1600,71.06095,51.0,10.105681,265.91437
20210802T1700,70.23295,52.0,10.08,270.0
20210802T1800,69.63895,53.0,10.464798,273.9452
20210802T1900,67.676956,57.0,15.379206,286.31384
20210802T2000,64.92295,63.0,9.72,270.0
20210802T2100,63.24895,68.0,6.696387,233.74615
20210802T2200,61.628952,71.0,5.6920996,198.43495
20210802T2300,60.24295,74.0,5.7599998,180.0
20210803T0000,58.71295,77.0,5.8603754,169.38034
20210803T0100,57.83095,78.0,4.8965297,143.97263
20210803T0200,57.542953,78.0,5.3999996,126.869896
20210803T0300,56.876953,78.0,5.1165614,129.2894
20210803T0400,56.49895,76.0,5.1165614,129.2894
20210803T0500,56.012955,77.0,5.3517847,132.27368
20210803T0600,56.46295,76.0,6.489992,123.69006
20210803T0700,58.586952,77.0,5.6920996,108.434944
20210803T0800,62.780952,72.0,7.9036193,120.06859
20210803T0900,65.35495,67.0,7.386582,133.02505
20210803T1000,67.69495,59.0,5.506941,191.30994
20210803T1100,69.90895,53.0,5.3999996,233.1301
20210803T1200,70.01695,51.0,9.227524,290.55603
20210803T1300,66.48895,63.0,14.458382,288.88608
20210803T1400,66.30895,63.0,13.679999,270.0
20210803T1500,64.90495,68.0,10.853866,264.28943
20210803T1600,64.094955,71.0,8.905908,255.96376
20210803T1700,62.996952,73.0,8.854829,243.43495
20210803T1800,61.57495,78.0,6.989936,235.49149
20210803T1900,60.80095,83.0,4.6938257,237.52881
20210803T2000,59.828953,86.0,1.4399999,180.0
20210803T2100,59.50495,88.0,3.7585104,106.69924
20210803T2200,58.982952,91.0,6.28713,103.24051
20210803T2300,58.31695,93.0,9.360001,112.61986
20210804T0000,57.63295,91.0,10.041354,104.534454
20210804T0100,56.89495,91.0,9.6932955,105.06849
20210804T0200,56.336952,92.0,8.854829,116.56505
20210804T0300,55.61695,94.0,4.072935,135.0
20210804T0400,55.49095,95.0,3.6,126.869896
20210804T0500,55.760952,95.0,2.4149535,116.56505
20210804T0600,56.264954,93.0,3.7585104,106.69924
20210804T0700,57.09295,93.0,4.68,89.99999
20210804T0800,58.892952,87.0,8.311245,94.96974
20210804T0900,60.584953,82.0,8.350138,97.431404
20210804T1000,63.28495,74.0,8.28,89.99999
20210804T1100,65.84096,69.0,6.489992,70.55996
20210804T1200,65.30095,68.0,2.2768397,18.434952
20210804T1300,65.78695,76.0,12.57426,113.62937
20210804T1400,67.010956,71.0,11.592895,115.76932
20210804T1500,67.91095,70.0,11.726277,107.87869
20210804T1600,67.08295,72.0,10.495713,112.16634
20210804T1700,66.07495,78.0,11.113451,114.90476
20210804T1800,65.03095,83.0,10.703569,109.653824
20210804T1900,64.18495,85.0,9.793058,107.10272
20210804T2000,63.10495,86.0,7.5170207,106.69924
20210804T2100,62.294952,89.0,4.896529,107.10272
20210804T2200,62.06095,92.0,2.1897945,170.53767
20210804T2300,62.150948,92.0,2.6208394,195.9454
20210805T0000,62.096954,92.0,6.519877,263.65982
20210805T0100,61.52095,88.0,12.7279215,278.1301
20210805T0200,60.764954,89.0,14.471821,275.7106
20210805T0300,59.378952,88.0,11.165805,268.1524
20210805T0400,59.46895,88.0,10.239453,259.87534
20210805T0500,58.820953,89.0,10.799999,270.0
20210805T0600,59.27095,88.0,7.208994,267.1376
20210805T0700,61.39495,86.0,5.4477882,262.40536
20210805T0800,62.45695,85.0,6.924738,261.02737
20210805T0900,63.24895,83.0,9.3669195,267.7974
20210805T1000,63.752953,81.0,13.979871,258.11133
20210805T1100,64.418945,77.0,14.471821,264.28943
20210805T1200,65.04895,75.0,14.404499,271.4321
20210805T1300,67.44295,70.0,11.885453,268.26428
20210805T1400,67.42495,69.0,14.685176,258.69006
20210805T1500,67.874954,67.0,15.941944,263.51694
20210805T1600,68.27095,65.0,16.56,270.0
20210805T1700,68.612946,65.0,17.654688,272.3373
20210805T1800,68.28895,65.0,14.154915,277.30576
20210805T1900,67.42495,67.0,9.107359,288.43497
20210805T2000,65.678955,72.0,3.4152596,341.56506
20210805T2100,65.04895,74.0,6.12,118.07248
20210805T2200,62.294952,82.0,9.220499,128.6598
20210805T2300,61.05295,82.0,10.383987,123.69006
20210806T0000,59.88295,82.0,11.384198,124.69515
20210806T0100,59.072952,82.0,10.703569,132.27368
20210806T0200,58.586952,85.0,11.090103,125.75388
20210806T0300,61.03495,76.0,9.673221,135.0
20210806T0400,63.752953,65.0,6.849467,176.98721
20210806T0500,60.74695,73.0,12.979984,273.17984
20210806T0600,61.826954,82.0,17.227419,259.1597
20210806T0700,62.24095,78.0,21.67487,258.50342
20210806T0800,63.03295,73.0,22.61419,256.185
20210806T0900,64.74295,69.0,23.441502,259.38034
20210806T1000,66.50695,63.0,24.387177,261.51105
20210806T1100,67.80295,59.0,24.84,270.0
20210806T1200,69.67495,55.0,24.144165,272.56378
20210806T1300,72.10495,50.0,24.482647,269.15747
20210806T1400,73.27495,48.0,22.682856,269.09064
20210806T1500,74.21095,47.0,21.611998,268.09085
20210806T1600,73.74295,48.0,20.163212,268.977
20210806T1700,73.31095,49.0,18.374111,272.24576
20210806T1800,73.094955,50.0,16.75064,278.65253
20210806T1900,71.65495,54.0,13.009903,284.42078
20210806T2000,69.06295,61.0,6.725354,285.5241
20210806T2100,67.83895,64.0,2.9024127,209.74489
20210806T2200,66.99295,66.0,6.12,151.9275
20210806T2300,65.426956,70.0,6.8777895,137.1211
20210807T0000,64.22095,74.0,6.489992,123.69006
20210807T0100,64.526955,74.0,6.989936,124.508514
20210807T0200,64.27495,75.0,7.653705,131.18591
20210807T0300,63.59095,77.0,8.435069,129.80557
20210807T0400,62.92495,79.0,8.854829,116.56505
20210807T0500,61.64695,81.0,11.792404,121.26373
20210807T0600,61.89895,80.0,12.594856,120.963745
20210807T0700,64.61695,74.0,13.849477,117.89726
20210807T0800,66.84895,73.0,14.33234,115.27772
20210807T0900,71.65495,64.0,14.512064,113.385216
20210807T1000,74.80495,58.0,11.298495,112.47943
20210807T1100,74.39095,54.0,6.924738,81.02737
20210807T1200,74.678955,53.0,8.473393,12.2647705
20210807T1300,64.040955,77.0,20.3774,302.00537
20210807T1400,59.864952,94.0,10.703569,317.72632
20210807T1500,59.19895,95.0,1.2979984,236.30994
20210807T1600,59.34295,94.0,3.4152596,251.56506
20210807T1700,59.234955,94.0,4.829907,206.56505
20210807T1800,59.68495,93.0,11.384199,161.56505
20210807T1900,61.52095,88.0,10.041354,165.46555
20210807T2000,61.808952,88.0,9.178235,154.44003
20210807T2100,61.736954,80.0,10.853866,185.71059
20210807T2200,61.376953,80.0,12.10157,202.75098
20210807T2300,60.24295,82.0,10.799999,233.1301
20210808T0000,57.974953,85.0,7.24486,243.43495
20210808T0100,57.63295,87.0,7.24486,243.43495
20210808T0200,58.694954,77.0,10.464797,243.43495
20210808T0300,56.084953,82.0,9.885262,236.88866
20210808T0400,55.634953,83.0,8.913181,223.36343
20210808T0500,55.31095,84.0,8.707237,209.74489
20210808T0600,55.88695,85.0,7.172949,197.52557
20210808T0700,58.35295,82.0,8.404285,226.73572
20210808T0800,60.96295,76.0,11.165805,249.22775
20210808T0900,62.780952,69.0,13.363711,265.36453
20210808T1000,64.49095,64.0,15.484185,268.6678
20210808T1100,65.624954,61.0,18.089775,275.7106
20210808T1200,66.57895,58.0,18.94024,278.74615
20210808T1300,68.540955,51.0,17.64,270.0
20210808T1400,69.49495,49.0,19.083395,271.08093
20210808T1500,68.21695,51.0,19.201874,276.4588
20210808T1600,68.93695,51.0,19.602652,277.38605
20210808T1700,68.73895,51.0,17.64,270.0
20210808T1800,68.03695,52.0,15.84,270.0
20210808T1900,66.81295,55.0,10.308831,282.09476
20210808T2000,64.36495,62.0,6.439876,296.56506
20210808T2100,62.92495,66.0,0.0,180.0
20210808T2200,62.510952,66.0,5.6233797,129.80557
20210808T2300,60.530952,71.0,7.2,126.869896
20210809T0000,58.65895,76.0,6.989936,124.508514
20210809T0100,57.83095,76.0,6.193674,125.537674
20210809T0200,56.93095,77.0,6.4096174,128.15723
20210809T0300,56.35495,76.0,6.696387,126.25384
20210809T0400,56.12095,76.0,7.289445,122.90524
20210809T0500,55.09495,79.0,9.19939,120.57922
20210809T0600,55.454952,79.0,8.587338,123.023865
20210809T0700,57.43495,80.0,9.360001,112.61986
20210809T0800,61.970955,74.0,11.298495,112.47943
20210809T0900,66.30895,66.0,9.659814,116.56505
20210809T1000,69.35095,56.0,5.634891,116.56505
20210809T1100,71.58295,50.0,2.3051248,141.34018
20210809T1200,73.27495,48.0,0.35999998,360.0
20210809T1300,72.75295,50.0,4.072935,315.0
20210809T1400,74.318954,48.0,6.151683,290.55603
20210809T1500,75.12895,47.0,5.815978,248.1986
20210809T1600,75.362946,48.0,5.4833565,203.1986
20210809T1700,75.722946,47.0,7.145796,229.08562
20210809T1800,75.75896,45.0,7.771331,256.6075
20210809T1900,74.53495,47.0,5.937272,284.03625
20210809T2000,72.59096,50.0,5.1165614,320.7106
20210809T2100,71.07895,54.0,2.7416782,336.8014
20210809T2200,69.67495,57.0,2.3051248,51.34018
20210809T2300,68.43295,60.0,4.3349743,94.76365
20210810T0000,66.650955,67.0,6.0347,107.35402
20210810T0100,65.13895,74.0,6.9153743,128.6598
20210810T0200,63.80695,78.0,6.4096174,128.15723
20210810T0300,62.348953,81.0,6.792466,122.00538
20210810T0400,61.25095,77.0,7.289445,122.90524
20210810T0500,61.610954,64.0,6.4096174,128.15723
20210810T0600,62.18695,62.0,5.1919937,123.69006
20210810T0700,63.19495,70.0,5.506941,101.30993
20210810T0800,66.43495,70.0,5.0911684,98.1301
20210810T0900,70.14295,63.0,1.4399999,89.99999
20210810T1000,73.79695,53.0,3.096837,305.5377
20210810T1100,77.34295,42.0,6.489992,289.44003
20210810T1200,79.66495,38.0,8.209263,285.25513
20210810T1300,79.178955,43.0,5.154415,294.77515
20210810T1400,80.83495,42.0,6.5693827,279.46234
20210810T1500,81.57295,43.0,8.64,270.0
20210810T1600,81.93295,44.0,8.28,270.0
20210810T1700,81.57295,46.0,9.227524,290.55603
20210810T1800,80.43895,49.0,8.707237,299.74487
20210810T1900,78.818954,53.0,7.386582,316.97495
20210810T2000,76.15495,60.0,6.193674,324.46234
20210810T2100,73.83295,67.0,1.8,306.8699
20210810T2200,72.374954,72.0,3.2599385,186.3402
20210810T2300,71.204956,74.0,5.4477882,172.40535
20210811T0000,69.36895,77.0,5.2416787,164.0546
20210811T0100,67.71295,81.0,4.6938257,147.52881
20210811T0200,66.704956,82.0,4.6938257,122.47119
20210811T0300,65.55295,84.0,4.896529,107.10272
20210811T0400,64.526955,83.0,4.452954,104.03624
20210811T0500,63.878952,78.0,3.6,126.869896
20210811T0600,64.05895,70.0,3.8939953,123.69006
20210811T0700,65.39095,69.0,4.072935,135.0
20210811T0800,69.08095,70.0,6.28713,113.62937
20210811T0900,73.36495,68.0,6.5693827,99.46232
20210811T1000,77.36095,60.0,5.7599998,89.99999
20210811T1100,80.61895,47.0,4.3349743,85.23635
20210811T1200,82.59895,41.0,3.096837,324.46234
20210811T1300,82.09495,46.0,6.489992,303.69006
20210811T1400,83.46295,42.0,6.792466,302.00537
20210811T1500,84.23695,40.0,8.373386,295.46335
20210811T1600,84.16495,41.0,9.904906,289.0935
20210811T1700,83.624954,43.0,8.759178,279.46234
20210811T1800,82.94095,43.0,7.172949,287.52557
20210811T1900,81.32095,47.0,4.6102495,308.65982
20210811T2000,79.39495,51.0,2.8799999,360.0
20210811T2100,77.99095,55.0,3.96,89.99999
20210811T2200,75.650955,62.0,5.634891,116.56505
20210811T2300,73.094955,69.0,4.8965297,126.027374
20210812T0000,71.24095,72.0,4.1046314,127.874985
20210812T0100,69.80095,74.0,3.6,126.869896
20210812T0200,68.57695,75.0,4.6938257,122.47119
20210812T0300,67.35295,79.0,5.1919937,123.69006
20210812T0400,66.25495,81.0,6.12,118.07248
20210812T0500,65.066956,83.0,8.373386,115.46334
20210812T0600,64.526955,81.0,8.854829,116.56505
20210812T0700,65.22895,81.0,7.754637,111.80141
20210812T0800,70.124954,73.0,10.829959,105.42216
20210812T0900,75.38095,66.0,13.009903,104.42077
20210812T1000,79.790955,59.0,12.429127,100.00798
20210812T1100,83.39095,50.0,10.8955765,97.59464
20210812T1200,86.36095,41.0,9.028754,94.57392
20210812T1300,86.234955,48.0,6.830519,71.56504
20210812T1400,87.80095,44.0,4.2136917,70.016884
20210812T1500,88.89896,42.0,1.1384199,71.56504
20210812T1600,89.600945,39.0,0.8049845,243.43495
20210812T1700,89.56496,37.0,2.2768397,108.434944
20210812T1800,89.02495,39.0,6.489992,109.44003
20210812T1900,86.900955,47.0,7.9932976,97.76516
20210812T2000,82.56295,60.0,10.08,89.99999
20210812T2100,78.02695,70.0,9.531505,100.88553
20210812T2200,74.85895,78.0,5.8603754,132.51044
20210812T2300,73.92295,78.0,3.096837,125.537674
20210813T0000,73.346954,78.0,3.096837,125.537674
20210813T0100,73.61695,77.0,3.7064266,150.94539
20210813T0200,73.56295,75.0,2.5959969,123.69006
20210813T0300,73.07695,71.0,5.692099,124.69515
20210813T0400,72.93295,64.0,8.217153,118.81079
20210813T0500,71.06095,66.0,10.041354,104.534454
20210813T0600,68.10895,76.0,10.137692,106.50436
20210813T0700,69.33295,79.0,7.5170207,106.69924
20210813T0800,74.33695,73.0,5.495161,121.6075
20210813T0900,79.05295,66.0,3.0758414,159.44395
20210813T1000,84.81295,56.0,2.3051248,231.3402
20210813T1100,88.70095,48.0,5.771239,273.57632
20210813T1200,90.806946,44.0,9.779817,263.65982
20210813T1300,86.81095,47.0,15.328561,279.46234
20210813T1400,87.60295,47.0,16.039202,279.0395
20210813T1500,87.818954,49.0,15.629972,277.94348
20210813T1600,87.33295,51.0,15.03835,281.04095
20210813T1700,86.66695,51.0,13.084402,277.90717
20210813T1800,85.80295,52.0,9.36,270.0
20210813T1900,84.52495,55.0,5.937272,284.03625
20210813T2000,82.23895,61.0,6.4096174,321.84277
20210813T2100,80.42095,67.0,4.1046314,344.74487
20210813T2200,79.37695,70.0,0.8049845,116.56505
20210813T2300,78.08095,72.0,2.16,180.0
20210814T0000,76.76695,74.0,3.219938,243.43495
20210814T0100,75.290955,75.0,3.6,270.0
20210814T0200,73.97695,75.0,5.2416787,285.9454
20210814T0300,71.54695,80.0,5.8603754,280.61966
20210814T0400,70.30495,80.0,5.04,270.0
20210814T0500,70.07095,79.0,3.96,270.0
20210814T0600,69.62096,79.0,1.609969,296.56506
20210814T0700,70.39495,77.0,1.08,360.0
20210814T0800,72.64495,74.0,1.1384199,71.56504
20210814T0900,76.15495,68.0,2.4149535,63.43495
20210814T1000,79.91695,63.0,3.219938,63.43495
20210814T1100,83.24695,59.0,2.5455842,81.869896
20210814T1200,85.15495,53.0,2.1897945,350.5377
20210814T1300,85.76695,56.0,4.5536795,341.56506
20210814T1400,86.846954,52.0,7.145796,319.08563
20210814T1500,87.458954,49.0,6.8777895,317.1211
20210814T1600,87.926956,46.0,6.4096174,308.15723
20210814T1700,87.872955,45.0,4.0249224,296.56506
20210814T1800,87.152954,46.0,1.9386592,291.8014
20210814T1900,85.82095,49.0,2.2768397,71.56504
20210814T2000,84.20095,53.0,6.8399997,89.99999
20210814T2100,80.474945,64.0,8.557102,112.249016
20210814T2200,77.12695,72.0,7.7043357,127.40535
20210814T2300,75.88495,75.0,4.5820518,135.0
20210815T0000,74.64295,77.0,3.6,126.869896
20210815T0100,73.418945,79.0,4.1046314,127.874985
20210815T0200,72.26695,82.0,5.154415,114.77514
20210815T0300,71.222946,86.0,5.0142193,111.03751
20210815T0400,69.89095,88.0,5.4833565,113.19859
20210815T0500,68.46895,90.0,5.4477882,97.59464
20210815T0600,67.28095,92.0,5.0911684,98.1301
20210815T0700,68.918945,88.0,3.2399998,89.99999
20210815T0800,73.094955,77.0,7.968939,71.56504
20210815T0900,77.846954,67.0,7.8625183,74.054596
20210815T1000,81.60895,60.0,8.699793,65.55604
20210815T1100,84.23695,54.0,6.3690495,47.29059
20210815T1200,86.01895,52.0,4.3349743,355.23636
20210815T1300,87.13495,52.0,8.311245,274.96973
20210815T1400,88.30495,46.0,12.261158,266.63354
20210815T1500,88.484955,43.0,18.72346,271.1017
20210815T1600,86.59495,46.0,24.884306,284.23727
20210815T1700,83.13895,57.0,22.26477,284.03625
20210815T1800,81.680954,59.0,17.76081,287.70044
20210815T1900,80.02495,62.0,13.1041975,290.9245
20210815T2000,77.46895,68.0,9.6932955,285.06848
20210815T2100,75.30895,72.0,6.379216,253.61046
20210815T2200,73.526955,75.0,6.87779,186.009
20210815T2300,70.89896,80.0,10.483357,164.0546
20210816T0000,71.85295,74.0,9.021574,151.38954
20210816T0100,68.64896,71.0,7.9526596,174.80557
20210816T0200,65.64295,75.0,7.5685663,205.34618
20210816T0300,67.55095,69.0,9.449572,229.63547
20210816T0400,68.180954,63.0,11.770403,246.57132
20210816T0500,66.99295,63.0,15.815435,258.17853
20210816T0600,65.46295,65.0,17.698677,265.33313
20210816T0700,65.76895,60.0,23.0653,267.31622
20210816T0800,65.89495,59.0,24.84,270.0
20210816T0900,65.624954,60.0,24.251284,275.96448
20210816T1000,68.03695,57.0,27.343414,279.09027
20210816T1100,67.76695,57.0,30.009838,280.36633
20210816T1200,68.72095,52.0,30.903435,278.0357
20210816T1300,69.94495,54.0,30.096085,276.87
20210816T1400,70.53895,50.0,27.834309,275.19443
20210816T1500,70.91695,52.0,24.490587,271.6847
20210816T1600,70.23295,54.0,27.36947,271.50745
20210816T1700,69.566956,54.0,27.419146,273.76404
20210816T1800,67.64095,57.0,24.482647,270.84253
20210816T1900,66.902954,59.0,19.083395,268.91907
20210816T2000,65.53495,61.0,15.815435,258.17853
20210816T2100,64.79695,62.0,14.8257065,240.9454
20210816T2200,63.68095,65.0,17.477621,237.61932
20210816T2300,63.12295,69.0,17.106628,261.52887
20210817T0000,61.39495,80.0,19.813087,272.08258
20210817T0100,61.17895,82.0,16.548256,315.8814
20210817T0200,57.52495,75.0,15.119999,360.0
20210817T0300,56.17495,70.0,8.311245,355.03027
20210817T0400,55.97695,70.0,5.1919937,326.30994
20210817T0500,55.832954,67.0,5.6233797,309.80557
20210817T0600,55.88695,66.0,4.3498964,294.44397
20210817T0700,56.642952,63.0,4.6800003,292.61987
20210817T0800,58.24495,57.0,4.3349743,311.63354
20210817T0900,60.54895,49.0,2.968636,345.96375
20210817T1000,62.79895,46.0,0.5091169,315.0
20210817T1100,65.03095,45.0,0.5091169,315.0
20210817T1200,67.04695,45.0,3.096837,324.46234
20210817T1300,69.35095,48.0,7.0911775,336.0375
20210817T1400,70.52095,46.0,8.78872,325.008
20210817T1500,71.222946,44.0,11.212135,312.39746
20210817T1600,71.79895,41.0,13.896187,306.57306
20210817T1700,71.67295,39.0,14.81259,295.94232
20210817T1800,70.62895,41.0,15.844089,291.31793
20210817T1900,68.64896,46.0,13.5515,286.99084
20210817T2000,65.51695,55.0,12.245294,271.6847
20210817T2100,64.02295,57.0,9.826088,261.57303
20210817T2200,62.85295,60.0,7.2,233.1301
20210817T2300,61.358955,64.0,8.049845,206.56505
20210818T0000,59.90095,68.0,9.028754,203.49857
20210818T0100,59.918953,69.0,6.9899354,191.88866
20210818T0200,59.864952,70.0,6.12,180.0
20210818T0300,59.828953,71.0,4.6102495,218.65982
20210818T0400,60.206955,69.0,5.04,270.0
20210818T0500,60.65695,66.0,6.849467,273.0128
20210818T0600,60.278954,69.0,7.10031,239.53445
20210818T0700,61.376953,67.0,6.2145634,259.992
20210818T0800,63.23095,65.0,5.4477882,262.40536
